Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8833,ca-2015-153423,2015-06-22,2015-06-27,standard class,sw-20455,shaun weien,consumer,united states,rochester,new york,14609,east,off-bi-10000545,office supplies,binders,gbc ibimaster 500 manual proclick binding system,1217.568,2,0.2,456.588
8834,us-2017-132675,2017-09-24,2017-09-28,standard class,kf-16285,karen ferguson,home office,united states,sandy springs,georgia,30328,south,off-st-10004950,office supplies,storage,"tenex personal filing tote with secure closure lid, black/frost",15.51,1,0.0,3.8775
8835,us-2017-132675,2017-09-24,2017-09-28,standard class,kf-16285,karen ferguson,home office,united states,sandy springs,georgia,30328,south,tec-ph-10003171,technology,phones,plantronics encore h101 dual earpieces headset,89.9,2,0.0,25.172
8836,us-2017-132675,2017-09-24,2017-09-28,standard class,kf-16285,karen ferguson,home office,united states,sandy springs,georgia,30328,south,off-ar-10000614,office supplies,art,barrel sharpener,14.28,4,0.0,3.7128
8837,us-2017-132675,2017-09-24,2017-09-28,standard class,kf-16285,karen ferguson,home office,united states,sandy springs,georgia,30328,south,off-ar-10000034,office supplies,art,"bic brite liner grip highlighters, assorted, 5/pack",12.72,3,0.0,4.9608
8838,us-2017-132675,2017-09-24,2017-09-28,standard class,kf-16285,karen ferguson,home office,united states,sandy springs,georgia,30328,south,off-la-10003766,office supplies,labels,self-adhesive removable labels,15.75,5,0.0,7.56
8839,ca-2014-153808,2014-04-06,2014-04-10,second class,fh-14275,frank hawley,corporate,united states,los angeles,california,90004,west,off-ar-10001725,office supplies,art,boston home & office model 2000 electric pencil sharpeners,70.95,3,0.0,18.447
8840,ca-2014-153808,2014-04-06,2014-04-10,second class,fh-14275,frank hawley,corporate,united states,los angeles,california,90004,west,off-bi-10002794,office supplies,binders,"avery trapezoid ring binder, 3"" capacity, black, 1040 sheets",65.568,2,0.2,23.7684
8841,ca-2014-153808,2014-04-06,2014-04-10,second class,fh-14275,frank hawley,corporate,united states,los angeles,california,90004,west,tec-ac-10004171,technology,accessories,razer kraken 7.1 surround sound over ear usb gaming headset,299.97,3,0.0,131.9868
8842,us-2016-112396,2016-02-09,2016-02-13,standard class,jr-16210,justin ritter,corporate,united states,san francisco,california,94110,west,tec-ac-10003628,technology,accessories,logitech 910-002974 m325 wireless mouse for web scrolling,89.97,3,0.0,39.5868
8843,us-2016-112396,2016-02-09,2016-02-13,standard class,jr-16210,justin ritter,corporate,united states,san francisco,california,94110,west,tec-ac-10004761,technology,accessories,maxell 4.7gb dvd+rw 3/pack,31.86,2,0.0,11.151
8844,ca-2014-141173,2014-11-18,2014-11-20,second class,jc-16105,julie creighton,corporate,united states,minneapolis,minnesota,55407,central,off-st-10000885,office supplies,storage,fellowes desktop hanging file manager,67.15,5,0.0,16.7875
8845,ca-2017-156664,2017-12-18,2017-12-23,standard class,bp-11290,beth paige,consumer,united states,columbus,ohio,43229,east,off-bi-10004209,office supplies,binders,"fellowes twister kit, gray/clear, 3/pkg",7.236,3,0.7,-6.03
8846,ca-2017-156664,2017-12-18,2017-12-23,standard class,bp-11290,beth paige,consumer,united states,columbus,ohio,43229,east,off-fa-10002988,office supplies,fasteners,ideal clamps,4.824,3,0.2,1.7487
8847,ca-2017-156664,2017-12-18,2017-12-23,standard class,bp-11290,beth paige,consumer,united states,columbus,ohio,43229,east,off-pa-10002222,office supplies,paper,"xerox color copier paper, 11"" x 17"", ream",91.36,5,0.2,29.692
8848,ca-2017-156664,2017-12-18,2017-12-23,standard class,bp-11290,beth paige,consumer,united states,columbus,ohio,43229,east,off-ap-10004487,office supplies,appliances,kensington 4 outlet masterpiece compact power control center,130.112,2,0.2,13.0112
8849,ca-2015-140718,2015-07-02,2015-07-04,first class,fa-14230,frank atkinson,corporate,united states,raleigh,north carolina,27604,south,tec-ph-10003505,technology,phones,geemarc amplipower60,74.24,1,0.2,8.352
8850,ca-2015-140718,2015-07-02,2015-07-04,first class,fa-14230,frank atkinson,corporate,united states,raleigh,north carolina,27604,south,fur-fu-10000076,furniture,furnishings,24-hour round wall clock,159.84,10,0.2,45.954
8851,ca-2015-140718,2015-07-02,2015-07-04,first class,fa-14230,frank atkinson,corporate,united states,raleigh,north carolina,27604,south,off-bi-10004728,office supplies,binders,wilson jones turn tabs binder tool for ring binders,2.892,2,0.7,-2.3136
8852,ca-2015-140718,2015-07-02,2015-07-04,first class,fa-14230,frank atkinson,corporate,united states,raleigh,north carolina,27604,south,off-pa-10002250,office supplies,paper,things to do today pad,9.392,2,0.2,3.2872
8853,ca-2014-119977,2014-10-08,2014-10-13,second class,dn-13690,duane noonan,consumer,united states,new york city,new york,10011,east,off-pa-10003823,office supplies,paper,xerox 197,123.92,4,0.0,55.764
8854,us-2015-115343,2015-09-22,2015-09-25,first class,fo-14305,frank olsen,consumer,united states,philadelphia,pennsylvania,19143,east,off-su-10000898,office supplies,supplies,"acme hot forged carbon steel scissors with nickel-plated handles, 3 7/8"" cut, 8""l",55.6,5,0.2,6.255
8855,us-2015-115343,2015-09-22,2015-09-25,first class,fo-14305,frank olsen,consumer,united states,philadelphia,pennsylvania,19143,east,tec-ac-10003832,technology,accessories,logitech p710e mobile speakerphone,617.976,3,0.2,-7.7247
8856,ca-2017-163671,2017-12-24,2017-12-30,standard class,dp-13105,dave poirier,corporate,united states,meridian,idaho,83642,west,off-bi-10001679,office supplies,binders,gbc instant index system for binding systems,21.312,3,0.2,7.992
8857,ca-2017-135909,2017-10-13,2017-10-20,standard class,jw-15220,jane waco,corporate,united states,sacramento,california,95823,west,tec-ac-10002335,technology,accessories,logitech media keyboard k200,209.94,6,0.0,39.8886
8858,ca-2017-135909,2017-10-13,2017-10-20,standard class,jw-15220,jane waco,corporate,united states,sacramento,california,95823,west,tec-ph-10003187,technology,phones,anker astro mini 3000mah ultra-compact portable charger,31.984,2,0.2,-7.996
8859,ca-2017-135909,2017-10-13,2017-10-20,standard class,jw-15220,jane waco,corporate,united states,sacramento,california,95823,west,off-bi-10003527,office supplies,binders,fellowes pb500 electric punch plastic comb binding machine with manual bind,5083.96,5,0.2,1906.485
8860,us-2017-114356,2017-08-20,2017-08-26,standard class,tt-21460,tonja turnell,home office,united states,charlotte,north carolina,28205,south,tec-ph-10003171,technology,phones,plantronics encore h101 dual earpieces headset,35.96,1,0.2,3.596
8861,ca-2015-125934,2015-09-11,2015-09-18,standard class,sn-20560,skye norling,home office,united states,paterson,new jersey,7501,east,off-la-10000414,office supplies,labels,avery 503,31.05,3,0.0,14.904
8862,ca-2015-125934,2015-09-11,2015-09-18,standard class,sn-20560,skye norling,home office,united states,paterson,new jersey,7501,east,fur-fu-10002107,furniture,furnishings,eldon pizzaz desk accessories,8.92,4,0.0,3.9248
8863,ca-2015-125934,2015-09-11,2015-09-18,standard class,sn-20560,skye norling,home office,united states,paterson,new jersey,7501,east,off-bi-10004593,office supplies,binders,ibico laser imprintable binding system covers,209.6,4,0.0,96.416
8864,ca-2015-125934,2015-09-11,2015-09-18,standard class,sn-20560,skye norling,home office,united states,paterson,new jersey,7501,east,off-ap-10003860,office supplies,appliances,fellowes advanced 8 outlet surge suppressor with phone/fax protection,111.04,4,0.0,29.9808
8865,ca-2015-125934,2015-09-11,2015-09-18,standard class,sn-20560,skye norling,home office,united states,paterson,new jersey,7501,east,off-pa-10000556,office supplies,paper,xerox 208,38.88,6,0.0,18.6624
8866,ca-2015-158148,2015-12-20,2015-12-26,standard class,jm-15865,john murray,consumer,united states,arlington,virginia,22204,south,off-ap-10003281,office supplies,appliances,acco 6 outlet guardian standard surge suppressor,36.27,3,0.0,10.881
8867,ca-2014-120411,2014-09-20,2014-09-23,first class,sb-20185,sarah brown,consumer,united states,chicago,illinois,60653,central,fur-bo-10004218,furniture,bookcases,"bush heritage pine collection 5-shelf bookcase, albany pine finish, *special order",493.43,5,0.3,-70.49
8868,ca-2014-120411,2014-09-20,2014-09-23,first class,sb-20185,sarah brown,consumer,united states,chicago,illinois,60653,central,tec-ph-10002185,technology,phones,qvs usb car charger 2-port 2.1amp for ipod/iphone/ipad/ipad 2/ipad 3,11.12,2,0.2,3.475
8869,ca-2016-158260,2016-11-04,2016-11-08,standard class,cc-12475,cindy chapman,consumer,united states,san diego,california,92037,west,tec-ma-10003176,technology,machines,okidata b400 printer,686.4,2,0.2,77.22
8870,ca-2017-101805,2017-12-01,2017-12-06,standard class,sh-19975,sally hughsby,corporate,united states,seattle,washington,98105,west,off-bi-10002003,office supplies,binders,ibico presentation index for binding systems,15.92,5,0.2,5.373
8871,ca-2017-101805,2017-12-01,2017-12-06,standard class,sh-19975,sally hughsby,corporate,united states,seattle,washington,98105,west,fur-fu-10000023,furniture,furnishings,eldon wave desk accessories,70.68,12,0.0,31.0992
8872,ca-2017-101805,2017-12-01,2017-12-06,standard class,sh-19975,sally hughsby,corporate,united states,seattle,washington,98105,west,off-st-10002756,office supplies,storage,"tennsco stur-d-stor boltless shelving, 5 shelves, 24"" deep, sand",541.24,4,0.0,5.4124
8873,us-2014-105137,2014-10-10,2014-10-10,same day,rb-19435,richard bierner,consumer,united states,columbus,ohio,43229,east,tec-ma-10002694,technology,machines,hewlett-packard deskjet f4180 all-in-one color ink-jet - printer / copier / scanner,101.994,2,0.7,-71.3958
8874,us-2014-105137,2014-10-10,2014-10-10,same day,rb-19435,richard bierner,consumer,united states,columbus,ohio,43229,east,off-bi-10002429,office supplies,binders,"premier elliptical ring binder, black",18.264,2,0.7,-13.3936
8875,ca-2017-142489,2017-11-14,2017-11-16,second class,tc-21295,toby carlisle,consumer,united states,houston,texas,77095,central,off-bi-10003684,office supplies,binders,wilson jones legal size ring binders,21.99,5,0.8,-32.985
8876,us-2016-141264,2016-08-13,2016-08-19,standard class,ct-11995,carol triggs,consumer,united states,irving,texas,75061,central,off-su-10003505,office supplies,supplies,premier electric letter opener,185.376,2,0.2,-34.758
8877,us-2016-141264,2016-08-13,2016-08-19,standard class,ct-11995,carol triggs,consumer,united states,irving,texas,75061,central,off-ap-10002534,office supplies,appliances,3.6 cubic foot counter height office refrigerator,58.924,1,0.8,-153.2024
8878,ca-2017-126928,2017-09-17,2017-09-23,standard class,gz-14470,gary zandusky,consumer,united states,morristown,new jersey,7960,east,tec-ma-10004626,technology,machines,lexmark 20r1285 x6650 wireless all-in-one printer,480.0,4,0.0,225.6
8879,ca-2017-126928,2017-09-17,2017-09-23,standard class,gz-14470,gary zandusky,consumer,united states,morristown,new jersey,7960,east,off-st-10000615,office supplies,storage,"simplifile personal file, black granite, 15w x 6-15/16d x 11-1/4h",34.05,3,0.0,9.534
8880,us-2015-107944,2015-03-23,2015-03-25,first class,am-10360,alice mccarthy,corporate,united states,los angeles,california,90008,west,off-pa-10000659,office supplies,paper,"tops carbonless receipt book, four 2-3/4 x 7-1/4 money receipts per page",192.72,11,0.0,92.5056
8881,us-2015-107944,2015-03-23,2015-03-25,first class,am-10360,alice mccarthy,corporate,united states,los angeles,california,90008,west,tec-ac-10000736,technology,accessories,logitech g600 mmo gaming mouse,239.97,3,0.0,86.3892
8882,ca-2016-135594,2016-06-30,2016-07-03,second class,ah-10120,adrian hane,home office,united states,aurora,illinois,60505,central,tec-ac-10003038,technology,accessories,kingston digital datatraveler 16gb usb 2.0,50.12,7,0.2,-0.6265
8883,us-2017-115252,2017-10-20,2017-10-25,standard class,my-18295,muhammed yedwab,corporate,united states,durham,north carolina,27707,south,tec-ph-10004071,technology,phones,payanywhere card reader,15.984,2,0.2,1.3986
8884,us-2017-115252,2017-10-20,2017-10-25,standard class,my-18295,muhammed yedwab,corporate,united states,durham,north carolina,27707,south,off-pa-10001667,office supplies,paper,great white multi-use recycled paper (20lb. and 84 bright),14.352,3,0.2,4.485
8885,ca-2014-107398,2014-08-25,2014-08-30,standard class,bs-11590,brendan sweed,corporate,united states,columbus,ohio,43229,east,off-bi-10001982,office supplies,binders,wilson jones custom binder spines & labels,6.528,4,0.7,-4.5696
8886,ca-2014-107398,2014-08-25,2014-08-30,standard class,bs-11590,brendan sweed,corporate,united states,columbus,ohio,43229,east,off-bi-10004141,office supplies,binders,insertable tab indexes for data binders,2.862,3,0.7,-2.2896
8887,ca-2014-107398,2014-08-25,2014-08-30,standard class,bs-11590,brendan sweed,corporate,united states,columbus,ohio,43229,east,off-bi-10002103,office supplies,binders,"cardinal slant-d ring binder, heavy gauge vinyl",20.856,8,0.7,-16.6848
8888,ca-2014-169642,2014-07-27,2014-07-30,second class,bb-10990,barry blumstein,corporate,united states,los angeles,california,90036,west,off-st-10002574,office supplies,storage,"safco commercial wire shelving, black",276.28,2,0.0,0.0
8889,ca-2017-103968,2017-12-01,2017-12-07,standard class,ml-17755,max ludwig,home office,united states,stockton,california,95207,west,fur-fu-10003394,furniture,furnishings,"tenex ""the solids"" textured chair mats",629.64,9,0.0,107.0388
8890,ca-2016-147256,2016-10-17,2016-10-21,second class,fc-14245,frank carlisle,home office,united states,columbia,missouri,65203,central,tec-ph-10003072,technology,phones,panasonic kx-tg9541b dect 6.0 digital 2-line expandable cordless phone with digital answering system,449.97,3,0.0,220.4853
8891,ca-2016-147256,2016-10-17,2016-10-21,second class,fc-14245,frank carlisle,home office,united states,columbia,missouri,65203,central,off-ap-10003057,office supplies,appliances,honeywell enviracaire portable hepa air cleaner for 16' x 20' room,1927.59,7,0.0,751.7601
8892,ca-2016-162159,2016-09-16,2016-09-18,first class,cr-12625,corey roper,home office,united states,columbus,georgia,31907,south,fur-ch-10001146,furniture,chairs,"global value mid-back manager's chair, gray",121.78,2,0.0,30.445
8893,ca-2015-111038,2015-12-01,2015-12-06,standard class,lc-16960,lindsay castell,home office,united states,san diego,california,92037,west,fur-ch-10003973,furniture,chairs,gueststacker chair with chrome finish legs,2676.672,9,0.2,267.6672
8894,ca-2014-124723,2014-08-05,2014-08-12,standard class,gz-14470,gary zandusky,consumer,united states,texas city,texas,77590,central,fur-ta-10001307,furniture,tables,"safco planmaster heigh-adjustable drafting table base, 43w x 30d x 30-37h, black",489.23,2,0.3,41.934
8895,ca-2016-167241,2016-08-15,2016-08-22,standard class,bd-11320,bill donatelli,consumer,united states,los angeles,california,90004,west,fur-fu-10004071,furniture,furnishings,luxo professional magnifying clamp-on fluorescent lamps,312.03,3,0.0,43.6842
8896,ca-2016-167241,2016-08-15,2016-08-22,standard class,bd-11320,bill donatelli,consumer,united states,los angeles,california,90004,west,off-st-10001505,office supplies,storage,"perma stor-all hanging file box, 13 1/8""w x 12 1/4""d x 10 1/2""h",17.94,3,0.0,3.0498
8897,ca-2016-167241,2016-08-15,2016-08-22,standard class,bd-11320,bill donatelli,consumer,united states,los angeles,california,90004,west,tec-ph-10004614,technology,phones,at&t 841000 phone,165.6,3,0.2,10.35
8898,ca-2016-167241,2016-08-15,2016-08-22,standard class,bd-11320,bill donatelli,consumer,united states,los angeles,california,90004,west,off-pa-10004911,office supplies,paper,"rediform s.o.s. 1-up phone message bk, 4-1/4x3-1/16 bk, 1 form/pg, 40 messages/bk, 3/pk",37.52,4,0.0,18.0096
8899,ca-2015-163237,2015-08-07,2015-08-09,second class,em-14095,eudokia martin,corporate,united states,springfield,virginia,22153,south,tec-ph-10003601,technology,phones,"ativa d5772 2-line 5.8ghz digital expandable corded/cordless phone system with answering & caller id/call waiting, black/silver",494.97,3,0.0,148.491
8900,ca-2015-163237,2015-08-07,2015-08-09,second class,em-14095,eudokia martin,corporate,united states,springfield,virginia,22153,south,off-la-10004545,office supplies,labels,avery 50,25.06,2,0.0,11.7782
8901,ca-2016-150483,2016-05-31,2016-06-04,standard class,bp-11290,beth paige,consumer,united states,decatur,illinois,62521,central,fur-fu-10001379,furniture,furnishings,"executive impressions 16-1/2"" circular wall clock",32.064,3,0.6,-12.8256
8902,ca-2016-150483,2016-05-31,2016-06-04,standard class,bp-11290,beth paige,consumer,united states,decatur,illinois,62521,central,off-pa-10001846,office supplies,paper,xerox 1899,18.496,4,0.2,6.7048
8903,ca-2016-150483,2016-05-31,2016-06-04,standard class,bp-11290,beth paige,consumer,united states,decatur,illinois,62521,central,fur-ch-10000422,furniture,chairs,global highback leather tilter in burgundy,191.079,3,0.3,-38.2158
8904,ca-2016-150483,2016-05-31,2016-06-04,standard class,bp-11290,beth paige,consumer,united states,decatur,illinois,62521,central,off-pa-10004621,office supplies,paper,xerox 212,10.368,2,0.2,3.6288
8905,us-2016-126431,2016-07-01,2016-07-01,same day,su-20665,stephanie ulpright,home office,united states,new york city,new york,10009,east,off-la-10001474,office supplies,labels,avery 477,30.53,1,0.0,14.0438
8906,us-2016-126431,2016-07-01,2016-07-01,same day,su-20665,stephanie ulpright,home office,united states,new york city,new york,10009,east,tec-ac-10001635,technology,accessories,keytronic kt400u2 - keyboard - black,30.84,3,0.0,6.168
8907,us-2016-126431,2016-07-01,2016-07-01,same day,su-20665,stephanie ulpright,home office,united states,new york city,new york,10009,east,off-pa-10001950,office supplies,paper,southworth 25% cotton antique laid paper & envelopes,75.06,9,0.0,33.777
8908,ca-2016-139934,2016-12-18,2016-12-20,first class,ay-10555,andy yotov,corporate,united states,san francisco,california,94110,west,tec-ph-10001552,technology,phones,i need's 3d hello kitty hybrid silicone case cover for htc one x 4g with 3d hello kitty stylus pen green/pink,66.976,7,0.2,6.6976
8909,ca-2015-109603,2015-01-26,2015-02-01,standard class,em-13825,elizabeth moffitt,corporate,united states,moreno valley,california,92553,west,off-pa-10003790,office supplies,paper,xerox 1991,182.72,8,0.0,84.0512
8910,ca-2017-160661,2017-10-28,2017-11-01,standard class,sa-20830,sue ann reed,consumer,united states,everett,massachusetts,2149,east,off-la-10002475,office supplies,labels,avery 519,21.93,3,0.0,10.3071
8911,ca-2017-102610,2017-11-04,2017-11-08,standard class,ca-12265,christina anderson,consumer,united states,chattanooga,tennessee,37421,south,tec-ac-10000303,technology,accessories,logitech m510 wireless mouse,95.976,3,0.2,15.5961
8912,ca-2017-102610,2017-11-04,2017-11-08,standard class,ca-12265,christina anderson,consumer,united states,chattanooga,tennessee,37421,south,tec-ph-10000127,technology,phones,iottie xl car mount,143.928,9,0.2,-32.3838
8913,ca-2017-102610,2017-11-04,2017-11-08,standard class,ca-12265,christina anderson,consumer,united states,chattanooga,tennessee,37421,south,off-bi-10004364,office supplies,binders,storex dura pro binders,3.564,2,0.7,-2.97
8914,ca-2017-102610,2017-11-04,2017-11-08,standard class,ca-12265,christina anderson,consumer,united states,chattanooga,tennessee,37421,south,off-la-10002195,office supplies,labels,avery 481,4.928,2,0.2,1.7248
8915,us-2016-144057,2016-05-09,2016-05-13,standard class,cv-12805,cynthia voltz,corporate,united states,austin,texas,78745,central,off-st-10001490,office supplies,storage,"hot file 7-pocket, floor stand",856.656,6,0.2,107.082
8916,us-2016-144057,2016-05-09,2016-05-13,standard class,cv-12805,cynthia voltz,corporate,united states,austin,texas,78745,central,off-bi-10002852,office supplies,binders,ibico standard transparent covers,13.184,4,0.8,-20.4352
8917,us-2016-144057,2016-05-09,2016-05-13,standard class,cv-12805,cynthia voltz,corporate,united states,austin,texas,78745,central,off-ap-10000390,office supplies,appliances,euro pro shark stick mini vacuum,48.784,4,0.8,-131.7168
8918,us-2016-144057,2016-05-09,2016-05-13,standard class,cv-12805,cynthia voltz,corporate,united states,austin,texas,78745,central,off-pa-10004327,office supplies,paper,xerox 1911,76.64,2,0.2,26.824
8919,us-2016-144057,2016-05-09,2016-05-13,standard class,cv-12805,cynthia voltz,corporate,united states,austin,texas,78745,central,off-bi-10002353,office supplies,binders,gbc velobind cover sets,18.528,6,0.8,-27.792
8920,ca-2014-160276,2014-04-02,2014-04-08,standard class,ah-10690,anna häberlin,corporate,united states,virginia beach,virginia,23464,south,fur-fu-10003192,furniture,furnishings,luxo adjustable task clamp lamp,177.68,2,0.0,46.1968
8921,ca-2014-132983,2014-04-28,2014-05-03,standard class,ds-13180,david smith,corporate,united states,jamestown,new york,14701,east,tec-ac-10000736,technology,accessories,logitech g600 mmo gaming mouse,159.98,2,0.0,57.5928
8922,ca-2016-145709,2016-10-04,2016-10-08,standard class,ah-10690,anna häberlin,corporate,united states,coral gables,florida,33134,south,tec-ph-10003095,technology,phones,samsung hm1900 bluetooth headset,52.68,3,0.2,19.755
8923,ca-2016-145709,2016-10-04,2016-10-08,standard class,ah-10690,anna häberlin,corporate,united states,coral gables,florida,33134,south,fur-fu-10002885,furniture,furnishings,magna visual magnetic picture hangers,11.568,3,0.2,2.6028
8924,ca-2017-133928,2017-06-11,2017-06-17,standard class,zc-21910,zuschuss carroll,consumer,united states,hickory,north carolina,28601,south,off-bi-10001525,office supplies,binders,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", executive red",4.572,4,0.7,-3.81
8925,ca-2016-168032,2016-01-30,2016-02-03,standard class,df-13135,david flashing,consumer,united states,rockford,illinois,61107,central,tec-ph-10004241,technology,phones,nokia lumia 1020,1439.968,4,0.2,143.9968
8926,ca-2016-168032,2016-01-30,2016-02-03,standard class,df-13135,david flashing,consumer,united states,rockford,illinois,61107,central,off-bi-10000546,office supplies,binders,avery durable binders,1.728,3,0.8,-2.6784
8927,ca-2016-168032,2016-01-30,2016-02-03,standard class,df-13135,david flashing,consumer,united states,rockford,illinois,61107,central,fur-ta-10004256,furniture,tables,bretford just in time height-adjustable multi-task work tables,626.1,3,0.5,-538.446
8928,ca-2015-143616,2015-09-27,2015-09-29,second class,ss-20140,saphhira shifley,corporate,united states,seattle,washington,98103,west,off-ar-10002067,office supplies,art,newell 334,99.2,5,0.0,25.792
8929,us-2015-168704,2015-04-13,2015-04-17,standard class,fp-14320,frank preis,consumer,united states,huntsville,texas,77340,central,fur-ta-10000688,furniture,tables,"chromcraft bull-nose wood round conference table top, wood base",609.98,4,0.3,-113.282
8930,us-2015-168704,2015-04-13,2015-04-17,standard class,fp-14320,frank preis,consumer,united states,huntsville,texas,77340,central,fur-ta-10002530,furniture,tables,"iceberg officeworks 42"" round tables",211.372,2,0.3,-45.294
8931,us-2015-168704,2015-04-13,2015-04-17,standard class,fp-14320,frank preis,consumer,united states,huntsville,texas,77340,central,tec-ph-10001061,technology,phones,apple iphone 5c,239.976,3,0.2,17.9982
8932,ca-2017-143252,2017-12-18,2017-12-24,standard class,he-14800,harold engle,corporate,united states,milwaukee,wisconsin,53209,central,fur-fu-10001057,furniture,furnishings,tensor track tree floor lamp,99.95,5,0.0,22.9885
8933,ca-2017-143252,2017-12-18,2017-12-24,standard class,he-14800,harold engle,corporate,united states,milwaukee,wisconsin,53209,central,tec-ac-10002331,technology,accessories,"maxell 74 minute cdr, 10/pack",29.34,3,0.0,10.8558
8934,ca-2016-102134,2016-03-14,2016-03-19,standard class,sp-20545,sibella parks,corporate,united states,green bay,wisconsin,54302,central,fur-fu-10003724,furniture,furnishings,westinghouse clip-on gooseneck lamps,16.74,2,0.0,4.3524
8935,ca-2017-130036,2017-08-27,2017-08-27,same day,bp-11185,ben peterman,corporate,united states,philadelphia,pennsylvania,19120,east,off-pa-10000528,office supplies,paper,xerox 1981,12.672,3,0.2,3.96
8936,ca-2017-130036,2017-08-27,2017-08-27,same day,bp-11185,ben peterman,corporate,united states,philadelphia,pennsylvania,19120,east,tec-ac-10001908,technology,accessories,logitech wireless headset h800,1119.888,14,0.2,209.979
8937,ca-2015-134117,2015-12-17,2015-12-19,second class,pg-18895,paul gonzalez,consumer,united states,los angeles,california,90008,west,off-ar-10003903,office supplies,art,sanford 52201 apsco electric pencil sharpener,204.85,5,0.0,53.261
8938,ca-2015-134117,2015-12-17,2015-12-19,second class,pg-18895,paul gonzalez,consumer,united states,los angeles,california,90008,west,tec-ph-10004908,technology,phones,panasonic kx ts3282w corded phone,135.984,2,0.2,16.998
8939,ca-2015-134117,2015-12-17,2015-12-19,second class,pg-18895,paul gonzalez,consumer,united states,los angeles,california,90008,west,off-ar-10001940,office supplies,art,"sanford colorific eraseable coloring pencils, 12 count",16.4,5,0.0,7.052
8940,ca-2015-134117,2015-12-17,2015-12-19,second class,pg-18895,paul gonzalez,consumer,united states,los angeles,california,90008,west,off-bi-10002026,office supplies,binders,avery arch ring binders,92.96,2,0.2,31.374
8941,ca-2014-130918,2014-08-22,2014-08-24,second class,jp-15520,jeremy pistek,consumer,united states,north miami,florida,33161,south,off-su-10003936,office supplies,supplies,acme serrated blade letter opener,7.632,3,0.2,-1.8126
8942,ca-2016-159023,2016-11-03,2016-11-05,first class,nw-18400,natalie webber,consumer,united states,portland,oregon,97206,west,off-bi-10002813,office supplies,binders,avery reinforcements for hole-punch pages,4.158,7,0.7,-3.465
8943,ca-2016-159023,2016-11-03,2016-11-05,first class,nw-18400,natalie webber,consumer,united states,portland,oregon,97206,west,tec-ma-10003337,technology,machines,okidata b401 printer,179.991,3,0.7,-251.9874
8944,ca-2017-111717,2017-10-10,2017-10-16,standard class,sw-20245,scot wooten,consumer,united states,aurora,illinois,60505,central,fur-ch-10001545,furniture,chairs,hon comfortask task/swivel chairs,239.358,3,0.3,-47.8716
8945,ca-2014-154592,2014-12-07,2014-12-08,first class,eh-14005,erica hernandez,home office,united states,san francisco,california,94109,west,off-pa-10000062,office supplies,paper,green bar computer printout paper,164.88,3,0.0,80.7912
8946,ca-2014-128622,2014-11-15,2014-11-17,second class,sc-20260,scott cohen,corporate,united states,san francisco,california,94110,west,off-su-10001574,office supplies,supplies,acme value line scissors,10.95,3,0.0,3.285
8947,ca-2017-148355,2017-12-24,2017-12-28,standard class,nc-18535,nick crebassa,corporate,united states,new bedford,massachusetts,2740,east,off-pa-10001972,office supplies,paper,xerox 214,19.44,3,0.0,9.3312
8948,ca-2017-148355,2017-12-24,2017-12-28,standard class,nc-18535,nick crebassa,corporate,united states,new bedford,massachusetts,2740,east,off-bi-10000201,office supplies,binders,"avery triangle shaped sheet lifters, black, 2/pack",12.3,5,0.0,6.15
8949,ca-2014-132913,2014-12-24,2014-12-26,first class,as-10090,adam shillingsburg,consumer,united states,san diego,california,92037,west,off-ap-10003278,office supplies,appliances,belkin 7-outlet surgemaster home series,13.97,1,0.0,3.6322
8950,ca-2017-150910,2017-12-22,2017-12-28,standard class,jl-15130,jack lebron,consumer,united states,jackson,tennessee,38301,south,fur-ta-10002903,furniture,tables,"bevis round bullnose 29"" high table top",934.956,6,0.4,-249.3216
8951,ca-2017-150910,2017-12-22,2017-12-28,standard class,jl-15130,jack lebron,consumer,united states,jackson,tennessee,38301,south,tec-ac-10001013,technology,accessories,logitech clearchat comfort/usb headset h390,46.864,2,0.2,7.6154
8952,ca-2017-150910,2017-12-22,2017-12-28,standard class,jl-15130,jack lebron,consumer,united states,jackson,tennessee,38301,south,off-st-10000918,office supplies,storage,crate-a-files,26.16,3,0.2,1.962
8953,ca-2017-150910,2017-12-22,2017-12-28,standard class,jl-15130,jack lebron,consumer,united states,jackson,tennessee,38301,south,off-ar-10001419,office supplies,art,newell 325,23.128,7,0.2,2.891
8954,ca-2017-150910,2017-12-22,2017-12-28,standard class,jl-15130,jack lebron,consumer,united states,jackson,tennessee,38301,south,off-ap-10003266,office supplies,appliances,"holmes replacement filter for hepa air cleaner, large room",59.24,5,0.2,16.291
8955,ca-2014-156790,2014-08-08,2014-08-10,second class,vg-21790,vivek gonzalez,consumer,united states,jacksonville,florida,32216,south,fur-bo-10000468,furniture,bookcases,o'sullivan 2-shelf heavy-duty bookcases,155.456,4,0.2,-7.7728
8956,ca-2014-126480,2014-09-20,2014-09-24,standard class,hg-14965,henry goldwyn,corporate,united states,san diego,california,92024,west,off-pa-10004610,office supplies,paper,xerox 1900,8.56,2,0.0,3.852
